Date,Warehouse_ID,Product_ID,Product_Name,Category,Brand,Stock_Level,Sales,Reorder_Level
2025-03-25,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,259,35,25
2025-03-25,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,169,29,40
2025-03-25,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,154,39,20
2025-03-25,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,73,24,30
2025-03-25,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,218,14,40
2025-03-25,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,183,23,30
2025-03-25,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,120,15,35
2025-03-25,W002,P001,Tata Salt 1kg,Grocery,Tata,271,2,30
2025-03-25,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,226,23,25
2025-03-25,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,164,15,40
2025-03-25,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,112,20,20
2025-03-25,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,219,6,30
2025-03-25,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,163,28,40
2025-03-25,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,76,26,30
2025-03-25,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,196,14,35
2025-03-25,W003,P001,Tata Salt 1kg,Grocery,Tata,122,33,30
2025-03-25,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,19,74,25
2025-03-25,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,165,6,40
2025-03-25,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,72,15,20
2025-03-25,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,165,15,30
2025-03-25,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,170,13,40
2025-03-25,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,213,36,30
2025-03-25,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,199,23,35
2025-03-26,W001,P001,Tata Salt 1kg,Grocery,Tata,273,22,30
2025-03-26,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,275,-24,25
2025-03-26,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,51,33,40
2025-03-26,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,239,9,20
2025-03-26,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,75,26,30
2025-03-26,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,272,28,40
2025-03-26,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,192,42,30
2025-03-26,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,189,7,35
2025-03-26,W002,P001,Tata Salt 1kg,Grocery,Tata,189,6,30
2025-03-26,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,161,27,25
2025-03-26,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,247,49,40
2025-03-26,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,107,41,20
2025-03-26,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,124,49,30
2025-03-26,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,241,19,40
2025-03-26,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,220,36,30
2025-03-26,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,201,13,35
2025-03-26,W003,P001,Tata Salt 1kg,Grocery,Tata,248,31,30
2025-03-26,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,181,32,25
2025-03-26,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,161,39,40
2025-03-26,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,190,61,20
2025-03-26,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,255,29,30
2025-03-26,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,173,-6,40
2025-03-26,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,187,24,30
2025-03-26,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,158,6,35
2025-03-27,W001,P001,Tata Salt 1kg,Grocery,Tata,268,16,30
2025-03-27,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,238,19,25
2025-03-27,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,248,18,40
2025-03-27,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,214,27,20
2025-03-27,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,79,14,30
2025-03-27,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,228,40,40
2025-03-27,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,75,26,30
2025-03-27,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,256,24,35
2025-03-27,W002,P001,Tata Salt 1kg,Grocery,Tata,131,20,30
2025-03-27,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,242,27,25
2025-03-27,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,195,36,40
2025-03-27,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,160,14,20
2025-03-27,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,243,16,30
2025-03-27,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,195,20,40
2025-03-27,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,94,7,30
2025-03-27,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,276,14,35
2025-03-27,W003,P001,Tata Salt 1kg,Grocery,Tata,166,19,30
2025-03-27,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,156,36,25
2025-03-27,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,199,28,40
2025-03-27,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,217,27,20
2025-03-27,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,57,36,30
2025-03-27,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,134,23,40
2025-03-27,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,187,29,30
2025-03-27,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,156,23,35
2025-03-28,W001,P001,Tata Salt 1kg,Grocery,Tata,114,77,30
2025-03-28,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,159,18,25
2025-03-28,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,248,6,40
2025-03-28,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,193,23,20
2025-03-28,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,146,44,30
2025-03-28,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,112,37,40
2025-03-28,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,68,37,30
2025-03-28,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,157,41,35
2025-03-28,W002,P001,Tata Salt 1kg,Grocery,Tata,241,26,30
2025-03-28,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,186,27,25
2025-03-28,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,120,6,40
2025-03-28,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,272,20,20
2025-03-28,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,181,33,30
2025-03-28,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,95,41,40
2025-03-28,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,43,45,30
2025-03-28,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,213,19,35
2025-03-28,W003,P001,Tata Salt 1kg,Grocery,Tata,207,26,30
2025-03-28,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,77,33,25
2025-03-28,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,170,6,40
2025-03-28,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,218,6,20
2025-03-28,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,90,18,30
2025-03-28,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,190,9,40
2025-03-28,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,178,18,30
2025-03-28,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,166,23,35
2025-03-29,W001,P001,Tata Salt 1kg,Grocery,Tata,258,19,30
2025-03-29,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,54,44,25
2025-03-29,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,150,29,40
2025-03-29,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,259,29,20
2025-03-29,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,172,33,30
2025-03-29,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,170,10,40
2025-03-29,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,77,39,30
2025-03-29,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,213,24,35
2025-03-29,W002,P001,Tata Salt 1kg,Grocery,Tata,230,33,30
2025-03-29,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,87,11,25
2025-03-29,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,153,41,40
2025-03-29,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,186,57,20
2025-03-29,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,119,29,30
2025-03-29,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,167,13,40
2025-03-29,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,263,14,30
2025-03-29,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,256,40,35
2025-03-29,W003,P001,Tata Salt 1kg,Grocery,Tata,112,-15,30
2025-03-29,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,65,46,25
2025-03-29,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,158,13,40
2025-03-29,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,61,33,20
2025-03-29,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,83,20,30
2025-03-29,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,134,33,40
2025-03-29,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,258,18,30
2025-03-29,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,166,55,35
2025-03-30,W001,P001,Tata Salt 1kg,Grocery,Tata,130,26,30
2025-03-30,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,230,11,25
2025-03-30,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,206,35,40
2025-03-30,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,71,18,20
2025-03-30,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,209,22,30
2025-03-30,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,269,13,40
2025-03-30,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,210,6,30
2025-03-30,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,40,44,35
2025-03-30,W002,P001,Tata Salt 1kg,Grocery,Tata,184,80,30
2025-03-30,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,212,35,25
2025-03-30,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,229,24,40
2025-03-30,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,247,22,20
2025-03-30,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,63,26,30
2025-03-30,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,52,32,40
2025-03-30,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,81,10,30
2025-03-30,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,43,40,35
2025-03-30,W003,P001,Tata Salt 1kg,Grocery,Tata,123,35,30
2025-03-30,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,201,35,25
2025-03-30,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,258,31,40
2025-03-30,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,206,26,20
2025-03-30,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,252,33,30
2025-03-30,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,261,32,40
2025-03-30,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,143,20,30
2025-03-30,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,201,18,35
2025-03-31,W001,P001,Tata Salt 1kg,Grocery,Tata,256,27,30
2025-03-31,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,79,45,25
2025-03-31,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,107,9,40
2025-03-31,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,168,6,20
2025-03-31,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,178,50,30
2025-03-31,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,215,26,40
2025-03-31,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,57,27,30
2025-03-31,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,53,28,35
2025-03-31,W002,P001,Tata Salt 1kg,Grocery,Tata,224,22,30
2025-03-31,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,213,44,25
2025-03-31,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,251,6,40
2025-03-31,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,135,14,20
2025-03-31,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,101,23,30
2025-03-31,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,120,6,40
2025-03-31,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,79,23,30
2025-03-31,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,123,46,35
2025-03-31,W003,P001,Tata Salt 1kg,Grocery,Tata,103,26,30
2025-03-31,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,76,28,25
2025-03-31,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,209,9,40
2025-03-31,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,224,16,20
2025-03-31,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,109,20,30
2025-03-31,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,276,20,40
2025-03-31,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,84,41,30
2025-03-31,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,61,32,35
2025-04-01,W001,P001,Tata Salt 1kg,Grocery,Tata,181,10,30
2025-04-01,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,246,28,25
2025-04-01,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,62,31,40
2025-04-01,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,205,76,20
2025-04-01,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,95,45,30
2025-04-01,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,152,11,40
2025-04-01,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,149,14,30
2025-04-01,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,129,9,35
2025-04-01,W002,P001,Tata Salt 1kg,Grocery,Tata,109,22,30
2025-04-01,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,169,31,25
2025-04-01,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,154,37,40
2025-04-01,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,172,24,20
2025-04-01,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,177,20,30
2025-04-01,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,122,27,40
2025-04-01,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,243,14,30
2025-04-01,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,56,52,35
2025-04-01,W003,P001,Tata Salt 1kg,Grocery,Tata,117,6,30
2025-04-01,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,128,27,25
2025-04-01,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,191,52,40
2025-04-01,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,201,26,20
2025-04-01,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,79,23,30
2025-04-01,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,280,20,40
2025-04-01,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,294,0,30
2025-04-01,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,226,42,35
2025-04-02,W001,P001,Tata Salt 1kg,Grocery,Tata,185,6,30
2025-04-02,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,186,45,25
2025-04-02,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,75,6,40
2025-04-02,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,178,22,20
2025-04-02,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,169,19,30
2025-04-02,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,252,32,40
2025-04-02,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,200,6,30
2025-04-02,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,52,31,35
2025-04-02,W002,P001,Tata Salt 1kg,Grocery,Tata,83,52,30
2025-04-02,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,257,-12,25
2025-04-02,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,94,27,40
2025-04-02,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,255,16,20
2025-04-02,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,167,31,30
2025-04-02,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,157,26,40
2025-04-02,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,224,16,30
2025-04-02,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,269,31,35
2025-04-02,W003,P001,Tata Salt 1kg,Grocery,Tata,207,49,30
2025-04-02,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,166,23,25
2025-04-02,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,201,35,40
2025-04-02,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,272,9,20
2025-04-02,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,152,13,30
2025-04-02,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,221,31,40
2025-04-02,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,134,44,30
2025-04-02,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,144,29,35
2025-04-03,W001,P001,Tata Salt 1kg,Grocery,Tata,240,20,30
2025-04-03,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,108,24,25
2025-04-03,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,209,9,40
2025-04-03,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,239,33,20
2025-04-03,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,97,36,30
2025-04-03,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,143,19,40
2025-04-03,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,235,19,30
2025-04-03,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,147,28,35
2025-04-03,W002,P001,Tata Salt 1kg,Grocery,Tata,195,19,30
2025-04-03,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,192,24,25
2025-04-03,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,102,52,40
2025-04-03,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,230,22,20
2025-04-03,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,76,20,30
2025-04-03,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,86,16,40
2025-04-03,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,118,35,30
2025-04-03,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,99,23,35
2025-04-03,W003,P001,Tata Salt 1kg,Grocery,Tata,191,16,30
2025-04-03,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,165,75,25
2025-04-03,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,174,44,40
2025-04-03,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,171,16,20
2025-04-03,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,165,-11,30
2025-04-03,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,254,39,40
2025-04-03,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,169,16,30
2025-04-03,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,246,35,35
2025-04-04,W001,P001,Tata Salt 1kg,Grocery,Tata,252,6,30
2025-04-04,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,161,36,25
2025-04-04,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,273,9,40
2025-04-04,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,103,35,20
2025-04-04,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,251,26,30
2025-04-04,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,139,13,40
2025-04-04,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,102,19,30
2025-04-04,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,91,33,35
2025-04-04,W002,P001,Tata Salt 1kg,Grocery,Tata,223,27,30
2025-04-04,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,47,62,25
2025-04-04,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,142,50,40
2025-04-04,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,217,6,20
2025-04-04,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,122,46,30
2025-04-04,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,94,27,40
2025-04-04,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,72,14,30
2025-04-04,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,110,7,35
2025-04-04,W003,P001,Tata Salt 1kg,Grocery,Tata,53,66,30
2025-04-04,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,172,37,25
2025-04-04,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,178,23,40
2025-04-04,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,228,45,20
2025-04-04,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,111,6,30
2025-04-04,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,169,24,40
2025-04-04,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,193,9,30
2025-04-04,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,221,0,35
2025-04-05,W001,P001,Tata Salt 1kg,Grocery,Tata,259,36,30
2025-04-05,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,144,19,25
2025-04-05,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,223,6,40
2025-04-05,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,276,0,20
2025-04-05,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,266,31,30
2025-04-05,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,71,31,40
2025-04-05,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,164,41,30
2025-04-05,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,83,11,35
2025-04-05,W002,P001,Tata Salt 1kg,Grocery,Tata,84,33,30
2025-04-05,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,138,40,25
2025-04-05,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,163,6,40
2025-04-05,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,194,29,20
2025-04-05,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,175,18,30
2025-04-05,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,169,24,40
2025-04-05,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,159,29,30
2025-04-05,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,274,19,35
2025-04-05,W003,P001,Tata Salt 1kg,Grocery,Tata,117,16,30
2025-04-05,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,188,26,25
2025-04-05,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,220,11,40
2025-04-05,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,173,11,20
2025-04-05,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,91,33,30
2025-04-05,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,263,10,40
2025-04-05,W003,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,260,33,30
2025-04-05,W003,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,59,31,35
2025-04-06,W001,P001,Tata Salt 1kg,Grocery,Tata,223,6,30
2025-04-06,W001,P002,Colgate Toothpaste 100g,Personal Care,Colgate,182,16,25
2025-04-06,W001,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,79,40,40
2025-04-06,W001,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,280,13,20
2025-04-06,W001,P005,Britannia Marie Biscuits,Snacks,Britannia,231,19,30
2025-04-06,W001,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,174,31,40
2025-04-06,W001,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,52,35,30
2025-04-06,W001,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,75,22,35
2025-04-06,W002,P001,Tata Salt 1kg,Grocery,Tata,185,18,30
2025-04-06,W002,P002,Colgate Toothpaste 100g,Personal Care,Colgate,196,44,25
2025-04-06,W002,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,241,48,40
2025-04-06,W002,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,162,65,20
2025-04-06,W002,P005,Britannia Marie Biscuits,Snacks,Britannia,68,26,30
2025-04-06,W002,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,243,14,40
2025-04-06,W002,P007,Dabur Amla Hair Oil 200ml,Personal Care,Dabur,135,14,30
2025-04-06,W002,P008,Maggi Noodles 2-min 70g,Snacks,Nestle India,110,61,35
2025-04-06,W003,P001,Tata Salt 1kg,Grocery,Tata,68,31,30
2025-04-06,W003,P002,Colgate Toothpaste 100g,Personal Care,Colgate,82,44,25
2025-04-06,W003,P003,Fortune Sunflower Oil 1L,Grocery,Adani Wilmar,89,33,40
2025-04-06,W003,P004,Lux Soap Bar,Personal Care,Hindustan Unilever,285,6,20
2025-04-06,W003,P005,Britannia Marie Biscuits,Snacks,Britannia,110,39,30
2025-04-06,W003,P006,Thums Up Bottle 500ml,Beverage,Coca-Cola India,91,13,40
